id,customer_id,date,price
414,154,9-23-2017,19.0
415,166,7-4-2017,21.0
416,210,8-10-2017,28.0
417,165,6-14-2017,14.0
418,69,9-17-2017,28.0
419,190,6-5-2017,16.0
420,172,4-29-2017,14.0
421,87,5-20-2017,13.0
422,134,4-18-2017,8.0
423,65,4-16-2017,12.0
424,17,9-22-2017,25.0
425,77,5-10-2017,10.0
426,20,8-10-2017,24.0
427,38,6-17-2017,20.0
428,97,8-18-2017,12.0
429,73,7-22-2017,17.0
430,26,5-17-2017,13.0
431,5,6-3-2017,15.0
432,85,8-6-2017,22.0
433,38,9-5-2017,24.0
434,25,7-3-2017,19.0
435,249,6-25-2017,18.0
436,21,6-18-2017,15.0
437,81,4-29-2017,8.0
438,89,9-18-2017,35.0
439,240,9-12-2017,31.0
440,101,5-26-2017,14.0
441,210,4-19-2017,11.0
442,174,7-4-2017,21.0
443,163,9-24-2017,30.0
444,185,9-11-2017,35.0
445,142,5-20-2017,18.0
446,175,6-7-2017,16.0
447,34,7-25-2017,14.0
448,231,7-15-2017,18.0
449,228,7-14-2017,18.0
450,206,7-11-2017,20.0
451,50,4-10-2017,7.0
452,166,8-7-2017,21.0
453,166,4-1-2017,12.0
454,226,4-15-2017,7.0
455,5,5-8-2017,19.0
456,148,5-27-2017,18.0
457,76,7-13-2017,18.0
458,245,5-22-2017,15.0
459,164,4-18-2017,8.0
460,53,5-23-2017,17.0
461,205,7-23-2017,20.0
462,24,7-28-2017,14.0
463,17,9-7-2017,30.0
464,11,5-1-2017,11.0
465,248,6-18-2017,14.0
466,238,8-1-2017,26.0
467,163,6-16-2017,14.0
468,25,8-6-2017,20.0
469,64,6-3-2017,12.0
470,90,5-15-2017,15.0
471,62,9-3-2017,35.0
472,9,8-6-2017,17.0
473,23,9-11-2017,35.0
474,116,9-23-2017,30.0
475,42,5-8-2017,16.0
476,226,6-29-2017,11.0
477,227,8-8-2017,26.0
478,3,7-27-2017,19.0
479,48,9-24-2017,32.0
480,197,9-10-2017,27.0
481,22,6-24-2017,19.0
482,75,7-12-2017,18.0
483,14,9-12-2017,30.0
484,63,9-1-2017,27.0
485,108,6-24-2017,19.0
486,88,7-3-2017,22.0
487,159,6-13-2017,13.0
488,241,6-8-2017,17.0
489,198,9-29-2017,33.0
490,29,8-10-2017,17.0
491,206,5-4-2017,17.0
492,131,9-18-2017,26.0
493,96,6-11-2017,16.0
494,72,8-25-2017,24.0
495,215,7-2-2017,21.0
496,152,9-29-2017,22.0
497,82,4-7-2017,13.0
498,61,9-28-2017,25.0
499,98,8-13-2017,20.0
500,145,5-19-2017,19.0
